tmc_code,measurement_tstamp,flow,density,speed,capacity,free_flow_speed,critical_density,speed_at_capacity
TMC001,01/15/2019 00:00,1882.064465588635,29.467112346776812,63.87,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:05,1858.4604105269248,28.231207815994605,65.83,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:10,1899.8412828201094,32.15709686560781,59.08,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:15,1884.9082779912467,29.664908372540868,63.54,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:20,1899.0483866332904,32.50681935353116,58.42,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:25,1890.7225403717869,33.799115845044454,55.94,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:30,1897.671900324466,31.017847341034095,61.18,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:35,1894.5769608359424,30.552765051377882,62.01,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:40,1767.6984800135253,25.427193325856233,69.52,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:45,1858.613871434154,28.237828493378213,65.82,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:50,1899.9146504253238,32.093152878806144,59.2,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 00:55,1859.3755169656222,28.270876037184465,65.77,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:00,1880.5375039929258,34.689863567476955,54.21,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:05,1893.3722765527207,33.49915563610617,56.52,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:10,1889.0230719738393,29.989253404887112,62.99,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:15,1891.7750618035384,33.68545337969264,56.16,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:20,1899.354326361716,31.441058208272075,60.41,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:25,1899.3089457814624,31.424701286920293,60.44,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:30,1897.3846221297101,32.90072172931698,57.67,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:35,1898.594479268023,31.21661425958604,60.82,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:40,1899.638936449299,31.560706702929043,60.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:45,1892.8947069982378,30.359177337582,62.35,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:50,1881.9737085093427,29.461078718054832,63.88,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 01:55,1886.3388463578299,29.771762095294033,63.36,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:00,1895.451104856106,30.665767753698525,61.81,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:05,1852.6778741161502,27.990298747788945,66.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:10,1894.3880769694456,33.36952751399411,56.77,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:15,1888.8781224342335,33.98485286855404,55.58,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:20,1897.1502281893777,30.923394102516344,61.35,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:25,1897.2145218708079,30.93452668956152,61.33,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:30,1884.989950844895,29.6708633849346,63.53,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:35,1898.3036336974985,32.70681656956407,58.04,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:40,1888.120646800592,34.0570102236759,55.44,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:45,1899.3393761582906,31.435607020163697,60.42,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:50,1898.7457858046678,31.25507466345132,60.75,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 02:55,1877.2872116952365,29.168539647222445,64.36,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:00,1896.312766955978,33.088689006385934,57.31,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:05,1888.9845109761882,33.97454156431993,55.6,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:10,1893.209893297214,30.39348038685526,62.29,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:15,1881.2377483448413,29.412722769619158,63.96,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:20,1898.0860104944163,31.100868597319618,61.03,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:25,1890.2719259124372,30.099871431726708,62.8,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:30,1858.306570724791,28.224583394969486,65.84,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:35,1898.3866436646504,31.167076730662462,60.91,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:40,1893.209893297214,30.39348038685526,62.29,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:45,1866.756653659161,28.609297374086758,65.25,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:50,1895.656606106911,30.693921731005688,61.76,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 03:55,1896.0844641310728,33.12516534121371,57.24,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:00,1879.0221973167686,29.27281815417929,64.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:05,1898.5814625163005,32.63849858202339,58.17,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:10,1881.423394746839,29.424826317592103,63.94,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:15,1897.9293197009222,32.7907622615916,57.88,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:20,1895.282974453657,30.643217048563574,61.85,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:25,1899.9197559635422,32.08781888132988,59.21,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:30,1897.8800419883753,32.8012451086826,57.86,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:35,1896.150346533506,33.11474583537384,57.26,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:40,1895.7815573564094,33.17203074989343,57.15,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:45,1895.8157322880822,33.166825267461206,57.16,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:50,1875.0260196116135,29.038656026198137,64.57,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 04:55,1878.621517427803,29.248349952168812,64.23,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:00,1899.9429427857829,32.06113639530515,59.26,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:05,1899.9999542934752,31.92204224283392,59.52,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:10,1884.661693086637,29.64702993686703,63.57,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:15,1871.0777838325514,28.82572460071717,64.91,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:20,1887.0978838620445,29.830823330098713,63.26,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:25,1891.1977483053317,30.186715854833707,62.65,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:30,1889.353262802136,33.938445532641204,55.67,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:35,1899.825257945983,31.669032471178244,59.99,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:40,1885.9498179776056,29.74215136378498,63.41,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:45,1891.4936994195934,33.71646523029578,56.1,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:50,1893.963324573452,30.478972072311745,62.14,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 05:55,1898.9271476012232,31.304436986502196,60.66,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:00,1774.569802892821,25.595987348807455,69.33,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:05,1886.7972962081499,29.80722426869115,63.3,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:10,1873.2131532367837,28.93887151609429,64.73,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:15,1895.8569570641528,30.72203787172505,61.71,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:20,1898.1120976704149,31.106392947728857,61.02,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:25,1896.7131120082956,30.850896421735456,61.48,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:30,1889.509576029625,33.92297263967011,55.7,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:35,1899.3846058356314,32.39059696172632,58.64,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:40,1896.3448583421698,33.08347624462962,57.32,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:45,1866.985995506812,35.595538522532166,52.45,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:50,1887.2278405172347,34.139432715579495,55.28,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 06:55,1766.6533790478065,40.10563857089232,44.05,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:00,1773.758058875808,39.83287803448929,44.53,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:05,1789.7429080748182,39.20575921302997,45.65,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:10,1826.4838176838305,37.659460158429496,48.5,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:15,1767.2511672137382,40.08281168550098,44.09,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:20,1705.280653173515,42.367221196857514,40.25,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:25,1740.623490435788,41.08150791682294,42.37,1900,75.0,31.91799993067012,59.52753944880748
